sim_s,stage,x,y,z,yaw,odom_x,odom_y,odom_v,odom_w,margin_m,nearest_model,front_strip_range_m
19.159,route_2_to_0.8,-4.09018458984311,-1.5298031810643758e-10,0.006132839298612837,5.714991702054348e-10,2.0954008006899025,3.499575847761636e-09,0.2799999999947289,-9.575136382702642e-10,0.98454682358076,entrance_curb_-4.83_-1,inf
19.385,route_2_to_0.8,-4.026904589789766,-1.2379475378902222e-10,0.006132823775038524,6.035560167173103e-10,2.162040800688648,3.8649813313177735e-09,0.2799999999947511,-1.0313613762308146e-09,1.0099513857135844,entrance_curb_-4.83_-1,inf
19.589,route_2_to_0.8,-3.96978459564594,-9.63840745098174e-11,0.006132815667051729,5.401813427508827e-10,2.2191608006875727,4.165245739144462e-09,0.2799999999947511,-9.919663656795999e-10,1.034500037817321,entrance_curb_-4.83_-1,inf
19.798,route_2_to_0.8,-3.9112646030139335,-7.314520053905101e-11,0.006132827688943277,3.1000414894318706e-10,2.276280800686504,4.454437725797953e-09,0.2799999999946401,-5.923577041064545e-10,1.0611741423350294,entrance_curb_-4.83_-1,inf
20.0,route_2_to_0.8,-3.854704605657968,-5.939213676362369e-11,0.0061328415324883555,1.1542278468096557e-10,2.33340080068543,4.736670268992661e-09,0.27999999999486214,-2.696051267541348e-10,1.088357895195285,entrance_curb_-4.83_-1,inf
20.229,route_2_to_0.8,-3.790584603800385,-5.242665174862203e-11,0.006132856021614844,-7.447414338355813e-11,2.4000408006841853,5.062653897106464e-09,0.2799999999946179,1.1152369350589477e-10,1.120766209396858,entrance_curb_-4.83_-1,inf
20.442,route_2_to_0.8,-3.7309445980484215,-5.2929323321284416e-11,0.006132867357945187,-2.2523457010832268e-10,2.4571608006831154,5.3433552014809785e-09,0.27999999999486214,3.7547026419903676e-10,1.152355124606431,entrance_curb_-4.83_-1,inf
20.675,route_2_to_0.8,-3.665704588227053,-5.994715240644116e-11,0.006132876736332126,-3.6573864969497964e-10,2.523800800681861,5.676780209823384e-09,0.2799999999946179,6.376977798863076e-10,1.1884226701200877,entrance_curb_-4.83_-1,inf
20.889,route_2_to_0.8,-3.605784576937296,-7.141220991139792e-11,0.006132882148257202,-4.755761524989457e-10,2.580920800680791,5.970621075880124e-09,0.27999999999486214,8.439127532989415e-10,1.2228692918202402,entrance_curb_-4.83_-1,inf
21.1,route_2_to_0.8,-3.546704564695731,-8.669695125214595e-11,0.006132884236299895,-5.685002527887616e-10,2.6380408006797182,6.274317356585838e-09,0.2799999999946179,1.0084406428191987e-09,1.2580054315296918,entrance_curb_-4.83_-1,inf
21.317,route_2_to_0.8,-3.4859445503792306,-1.1366539326493868e-10,0.006132882971882041,-6.030415852433463e-10,2.7046808006784726,6.6436981378817175e-09,0.27999999999483993,1.131066566571345e-09,1.2952914922681926,entrance_curb_-4.83_-1,inf
21.534,route_2_to_0.8,-3.4251845342738845,-1.424828920191535e-10,0.006132878323274166,-6.273941702879398e-10,2.7618008006774035,6.9745004891076675e-09,0.2799999999946179,1.1800596342386744e-09,1.3336823959245034,entrance_curb_-4.83_-1,inf
21.735,route_2_to_0.8,-3.3689045211436155,-1.7029733374492327e-10,0.006132871162433555,-6.512969265643419e-10,2.8189208006763256,7.319039038705578e-09,0.2799999999947289,1.2381493679787389e-09,1.370176084845247,entrance_curb_-4.83_-1,inf
21.951,route_2_to_0.8,-3.3084245098986744,-2.0111847610107981e-10,0.006132860749920463,-6.732463475283844e-10,2.8760408006752494,7.67798626557963e-09,0.2799999999946401,1.2875721993975365e-09,1.4103405756545246,entrance_curb_-4.83_-1,inf
22.16,route_2_to_0.8,-3.2499045025922495,-2.3173686458435243e-10,0.006132848471415621,-6.909115703940784e-10,2.9426808006739975,8.115774316328862e-09,0.2799999999946179,1.3389289676979386e-09,1.4500882733539582,entrance_curb_-4.83_-1,inf
22.388,route_2_to_0.8,-3.186064499308309,-2.6584188396777125e-10,0.006132833348581714,-7.053513299778605e-10,2.9998008006729275,8.507936712312192e-09,0.27999999999486214,1.3798281513792914e-09,1.4943869896893691,entrance_curb_-4.83_-1,inf
22.6,route_2_to_0.8,-3.1267045010227705,-2.9781372787426127e-10,0.0061328188534128785,-7.092041184477462e-10,3.056920800671863,8.916195601995904e-09,0.2799999999946845,1.41005486856586e-09,1.5364063912669312,entrance_curb_-4.83_-1,inf
22.817,route_2_to_0.8,-3.0659445093966657,-3.3022919297032324e-10,0.006132819818482174,-5.248619204522207e-10,3.1235608006706057,9.413039319007982e-09,0.2799999999946401,1.1463231797484518e-09,1.5801982757238853,entrance_curb_-4.83_-1,inf
23.04,route_2_to_0.8,-3.0035045149673887,-3.537893672105761e-10,0.0061328346004338495,-2.790821569594585e-10,3.180680800669533,9.853719955455e-09,0.2799999999946623,7.424168806606289e-10,1.6259790377458763,entrance_curb_-4.83_-1,inf
23.254,route_2_to_0.8,-2.9435845154651257,-3.6690249340738367e-10,0.006132848891339934,-7.577323628438933e-11,3.2378008006684595,1.030328931840218e-08,0.27999999999486214,3.882199221592482e-10,1.6706125694303027,entrance_curb_-4.83_-1,inf
23.463,route_2_to_0.8,-2.88506451184979,-3.72129540247205e-10,0.006132861231420555,9.52982502862139e-11,3.3044408006672166,1.0833533911342789e-08,0.27999999999486214,7.062450982454223e-11,1.7148292199530277,entrance_curb_-4.83_-1,inf
23.674,route_2_to_0.8,-2.8259845047295307,-3.709415181768904e-10,0.006132871401685815,2.4398564429952023e-10,3.361560800666145,1.1288922919929856e-08,0.2799999999946401,-2.0141594485457678e-10,1.7600629344220162,entrance_curb_-4.83_-1,inf
23.894,route_2_to_0.8,-2.7643844944510967,-3.6383203472533317e-10,0.006132879064831299,3.7671019004705515e-10,3.4186808006650766,1.1741886569076914e-08,0.27999999999486214,-4.236038043634307e-10,1.807827446256479,entrance_curb_-4.83_-1,inf
24.099,route_2_to_0.8,-2.7069844831518215,-3.5262737742050066e-10,0.006132883185860704,4.827782470426204e-10,3.475800800664005,1.2189719248624924e-08,0.2799999999948177,-6.466511913752201e-10,1.8528585653644307,entrance_curb_-4.83_-1,inf
24.317,route_2_to_0.8,-2.645944470230556,-3.3423136006222167e-10,0.006132884183781432,5.709413131287149e-10,3.542440800662755,1.2702584138168904e-08,0.27999999999488434,-8.391137247408846e-10,1.8158942333188648,entrance_curb_-0.57_-1,inf
24.545,route_2_to_0.8,-2.5821044539260765,-3.0527768594791045e-10,0.0061328815201317655,5.962838864641129e-10,3.609080800661502,1.3202384065998332e-08,0.2799999999946401,-8.944816213883196e-10,1.766300798589591,entrance_curb_-0.57_-1,inf
24.765,route_2_to_0.8,-2.520504438278372,-2.757609366394563e-10,0.006132875461842361,6.307927040472224e-10,3.6662008006604365,1.3619371732723542e-08,0.2799999999946845,-9.705498053981206e-10,1.7190680309586894,entrance_curb_-0.57_-1,inf
24.988,route_2_to_0.8,-2.4580644250339008,-2.4452091802099785e-10,0.006132866115636415,6.604268282453055e-10,3.7328408006591784,1.409149686848965e-08,0.2799999999945957,-1.0453286981535184e-09,1.6718501714167582,entrance_curb_-0.57_-1,inf
25.247,route_2_to_0.8,-2.3855444142391073,-2.0679744210227663e-10,0.006132851855657204,6.889246588774578e-10,3.7994808006579275,1.4547044778527775e-08,0.2799999999946179,-1.106283523570035e-09,1.6178946981273463,entrance_curb_-0.57_-1,inf
25.478,route_2_to_0.8,-2.320864409709566,-1.7208706011614252e-10,0.006132836877895279,7.085488411135968e-10,3.8661208006566845,1.49849895898887e-08,0.2799999999945957,-1.1688141494086003e-09,1.5706260283116729,entrance_curb_-0.57_-1,inf
25.689,route_2_to_0.8,-2.2617844102764173,-1.3984402202699647e-10,0.006132822354036706,7.187247398209723e-10,3.9232408006556145,1.5345665729804292e-08,0.2799999999946401,-1.203338504109847e-09,1.5281976808363504,entrance_curb_-0.57_-1,inf
25.898,route_2_to_0.8,-2.203264417047487,-1.0755063010892429e-10,0.006132816690719698,6.080347010049485e-10,3.9803608006545375,1.5692336198931948e-08,0.2799999999946179,-1.160863520006446e-09,1.4869165467810053,entrance_curb_-0.57_-1,inf
26.13,route_2_to_0.8,-2.1383044242672042,-7.965401918045248e-11,0.006132831038030319,3.4394837103070014e-10,4.047000800653285,1.6080898345798713e-08,0.2799999999945957,-6.490865193002043e-10,1.4420118949320928,entrance_curb_-0.57_-1,inf
26.351,route_2_to_0.8,-2.076424425844274,-6.369001607347062e-11,0.006132846021760544,1.2782668175772459e-10,4.11364080065203,1.6458948677018114e-08,0.27999999999486214,-2.456816112557605e-10,1.4001895569828817,entrance_curb_-0.57_-1,inf
26.566,route_2_to_0.8,-2.0162244229094366,-5.6440707204331036e-11,0.0061328591068714145,-5.268488494020737e-11,4.170760800650955,1.6779772280222767e-08,0.2799999999946401,5.7015324361395135e-11,1.3604486873723793,entrance_curb_-0.57_-1,inf
26.798,route_2_to_0.8,-1.9512644155515084,-5.635224346817633e-11,0.006132870653621027,-2.1879887044337182e-10,4.2374008006497,1.7155363645966543e-08,0.2799999999946401,3.890794496621839e-10,1.3186745435933878,entrance_curb_-0.57_-1,inf
